area_total,area_use,community_name,direction,floor,house_name,house_record,house_type,house_usage,house_years,images_urls,is_left,last_trade_time,left_rate,location,pawn,property_own,release_date,structure,sub_info,total_amount,total_floors,trade_property,unit_price
71.49,65.65,育才西苑,南 北,低楼层 (共6层),育才西苑，满五年，杭发厂地铁，配套成熟，交通便利_杭州萧山萧山市区育才西苑二手房(杭州链家),103115552255,2室1厅1厨1卫,普通住宅,满五年,"https://image1.ljcdn.com/110000-inspection/pc1_2S0nNzT4y_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_DrdBTPS5N_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_gP9rpflRc_1.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_c8a788a7-8c75-47e3-89c8-c04ba9a80b61.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_vvLR08R24_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_vIzc8p4Y1_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_8exCYEbHH_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_eOSygG2aK_1.jpg.1420x800.jpg",无,1997-12-24,一梯两户, ,无抵押,非共有,2021-06-13,,简装,200,6,商品房,27976
81.45,68.95,东园大楼,南 西,高楼层 (共20层),地铁二号线建国北路站，电梯高层好房，双阳台_杭州下城建国北路东园大楼二手房(杭州链家),103103077279,2室2厅1厨1卫,普通住宅,满五年,"https://image1.ljcdn.com/330100-inspection/test-d2650f8a-4ca3-4050-8c43-22f63156a9e5.png.1420x800.jpg,https://image1.ljcdn.com/330100-inspection/test-92c82e24-0816-4043-bcc6-52674dcc1ad3.png.1420x800.jpg,https://image1.ljcdn.com/330100-inspection/test-0f184ea0-17c3-43dd-897f-7769ba4afa99.png.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/test-bcfc2d87-34fd-460c-b056-ad5d76f5ba0b.png.1066x800.jpg,https://image1.ljcdn.com/330100-inspection/test-d67a8c9e-ac1a-4c3d-b38a-f891bec556a0.png.1420x800.jpg,https://image1.ljcdn.com/330100-inspection/test-d60ebe6d-cd95-45ff-a4b8-abc6de7a5f42.png.1420x800.jpg,https://image1.ljcdn.com/330100-inspection/test-949d4a56-10ac-4f4a-942d-73d6181e5407.png.1420x800.jpg,https://image1.ljcdn.com/330100-inspection/test-bf46edb0-3d3d-4714-8ded-3815754dd491.png.1420x800.jpg",有,2010-11-09,两梯八户, ,有抵押50万元客户偿还,共有,2018-10-09,,简装,275,20,商品房,33764
100.51,,天汇园,南,低楼层 (共7层),业主诚意出售，装修全新刚有两年拎包入住的！_杭州萧山萧山新城区天汇园二手房(杭州链家),103115506030,3室1厅1厨2卫,商住两用,满五年,"https://image1.ljcdn.com/110000-inspection/pc1_bS1PWVeIX_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_W2lkU6K5A_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_y0TaiFZix_1.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_f6c0441a-f52d-4bbb-8937-3a3f55fbf0a4.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_Sm9GfqPLW_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_9xN3wu7rQ_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_nuickWrXL_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_Ysd3SWpny_1.jpg.1420x800.jpg",暂无数据,2006-09-20,一梯一户, ,无抵押,非共有,2021-06-10,,精装,189,7,商品房,18805
88.76,63.81,世茂江滨花园碧景湾,南,低楼层 (共33层),万家灯火城四畔，世茂一览钱塘余。_杭州钱塘区沿江南世茂江滨花园碧景湾二手房(杭州链家),103115686847,2室1厅1厨1卫,普通住宅,满五年,"https://image1.ljcdn.com/110000-inspection/pc1_NJC7yhbbl_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_loIsrv4gs_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_bv6QisQEY_1.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_e78f614e-050f-4ae3-aea2-a6ed03f8e20b.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_87pAZAztL_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_1yPjha1Gw_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_kgYKFx6Rc_1.jpg.1420x800.jpg",有,2015-12-31,两梯四户, ,有抵押46万元中国银行庆春支行客户偿还,共有,2021-06-21,,精装,253,33,商品房,28504
88.11,69.62,金隅观澜时代朗轩,南,低楼层 (共29层),观澜时代精装三房，双阳台，业主诚心出售_杭州钱塘区沿江南金隅观澜时代朗轩二手房(杭州链家),103115554827,3室1厅1厨1卫,普通住宅,满五年,"https://image1.ljcdn.com/110000-inspection/pc0_s3csP1wnn_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_8H2x7sVFe_1.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_10a1e669-a5ab-487d-81be-fd54c53439e7.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_TMB4PHoqg_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_FQsF1d4AK_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_YbVHDCMYt_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_DRjwBx2KP_1.jpg.1420x800.jpg",有,2013-09-17,两梯四户, ,有抵押50万元,共有,2021-06-13,,精装,275,29,商品房,31211
112.21,,锦绣兰庭(临安),南,中楼层 (共7层),配套齐全户型通透楼层好小区环境好_杭州临安临安锦绣兰庭(临安)二手房(杭州链家),103115471305,3室1厅1厨2卫,普通住宅,满五年,"https://image1.ljcdn.com/110000-inspection/pc1_GjQIq4mzV_2.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_x0DHcmFzL_2.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_zoe6r9Qlk.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_8a12a484-1604-4462-a8de-02e75ab37881.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_MHfCZ4SGE_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_FkMtbLnLi_2.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_0o6nhdlAw_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_lSihQb17X_1.jpg.1420x800.jpg",无,2013-04-08,一梯两户, ,无抵押,共有,2021-06-08,,毛坯,165,7,商品房,14705
266.36,230.05,东方一品公寓,南,低楼层 (共31层),建设一路地铁口旁，公交车站大门口，出行便捷！_杭州萧山萧山新城区东方一品公寓二手房(杭州链家),103111622564,5室2厅1厨3卫,普通住宅,满五年,"https://image1.ljcdn.com/110000-inspection/apc_7GvcxzVRs_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_ARGoKISTN_1.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_663a2c15-fedc-4727-801c-a213e0f23958.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_x5dTo4Sbw_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_QvpvDON7j_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_9RDqyfdR4_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_HoNM2TdkN_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_QufPKhM5b_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_jSBVsFNJX_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_8ML1Lu9TV_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_TZNo1t2yx_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_QKy2fpViH_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_2JmBNptMH_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_jJr3IsKYJ_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_BAkphTKcO_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_WuHBbIGHn_1.jpg.1420x800.jpg",有,2016-01-25,两梯两户, ,有抵押160万元江苏银行股份有限公司杭州分行业主自还,非共有,2020-10-07,,毛坯,800,31,商品房,30035
44.24,38.52,翰林花园,南,中楼层 (共6层),此房满五不唯一，无综合税，两房朝南，采光充足_杭州上城潮鸣翰林花园二手房(杭州链家),103115599842,2室1厅1厨1卫,普通住宅,满五年,"https://image1.ljcdn.com/110000-inspection/pc1_kLmVo7xQ6_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_lw52sAhW3_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_M82LKKVne_1.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_5a68e1b5-751b-472a-ad61-6dc58cf0b71a.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_9yqTNzvLG_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_ez9nKZzXp_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_R01mGShy3_1.jpg.1420x800.jpg",无,2013-06-10,一梯三户, ,无抵押,共有,2021-06-16,,简装,230,6,商品房,51990
89.14,72.15,玺之湾,南,低楼层 (共17层),精装修，满五唯一，诚心出售，看房方便_杭州江干丁桥玺之湾二手房(杭州链家),103115377235,3室2厅1厨1卫,普通住宅,满五年,"https://image1.ljcdn.com/110000-inspection/pc0_OoVt8gbsi_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_7xSCS38Tm_1.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_bb2a7c0d-f18f-412f-8c09-6a14a3ec05ab.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_QPKHacHav_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_EtMOSqSWC_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_1trzilzZr_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_eEYx3CK6Z_1.jpg.1420x800.jpg",有,2016-01-20,两梯四户, ,有抵押60万元,共有,2021-06-03,,精装,295,17,商品房,33095
122.59,,青山湖玫瑰园,精装,低楼层 (共1层),青山湖玫瑰园精装合院，拎包入住_杭州临安临安青山湖玫瑰园二手房(杭州链家),103115308663,3室2厅1厨2卫,别墅,满两年,"https://image1.ljcdn.com/110000-inspection/apc_Mepd9xyeO_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_FzR57zMwB_1.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_d89f3af9-0d23-4f2b-9d8a-83705351b889.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_RqPSyIOQy_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_01DKuE7bD_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_yK7naAyib_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_6rGUqE3Xj_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_lgZ34fRjx_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_wrerXjslM_1.jpg.1420x800.jpg",,2019-01-09,, ,有抵押190万元兴业银行业主自还,非共有,2021-05-30,,,679,1,商品房,55388
89.37,89.37,星汇花园,南,低楼层 (共33层),房东诚心出售，三房两卫，小区居住环境舒适。_杭州临安青山湖科技城星汇花园二手房(杭州链家),103115450601,3室2厅1厨2卫,普通住宅,满两年,"https://image1.ljcdn.com/330100-inspection/pc1_FUtA86fi2_1.jpg.1420x800.jpg,https://image1.ljcdn.com/330100-inspection/apc_VJVugaoqk_1.jpg.1420x800.jpg,https://image1.ljcdn.com/330100-inspection/apc_1EhVrdJw4_1.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_cefca1be-1959-4a25-9ab5-0833d664c6d4.png.1066x800.jpg,https://image1.ljcdn.com/330100-inspection/pc0_AYCuBm9UA_1.jpg.1420x800.jpg,https://image1.ljcdn.com/330100-inspection/pc0_AEjYrdvdo_1.jpg.1420x800.jpg,https://image1.ljcdn.com/330100-inspection/pc0_JiUFBkh4l_1.jpg.1420x800.jpg,https://image1.ljcdn.com/330100-inspection/pc0_x3FT2iLDK_1.jpg.1420x800.jpg",有,2019-04-06,两梯四户, ,有抵押57万元中国银行业主自还,共有,2021-06-07,,毛坯,233,33,商品房,26072
285.44,236.56,毓秀家园,南,高楼层 (共16层),品质小区，跃层，户型方正，满五，视野好_杭州临平区临平毓秀家园二手房(杭州链家),103114317853,6室3厅1厨3卫,普通住宅,满五年,"https://image1.ljcdn.com/110000-inspection/pc0_XOeFAO2Bl_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_NGPjkkhLb_1.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_7a2e0bc5-fe77-40ef-a8fb-c52481538e6f.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_W6SBTM81k_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_ZN6S3fQhk_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_d7qPImNrv_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_PMhJvtB2n_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_Bb5oeSF7k_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_phHdxtSRi_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_tJIsnb3Ns_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_iUheO1st6_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_qorizIkX0_1.jpg.1420x800.jpg",有,2016-05-09,两梯两户, ,有抵押566万元中国银行业主自还,共有,2021-04-06,,毛坯,680,16,商品房,23823
91.09,68.33,树兰书香名邸,南,中楼层 (共32层),树兰书香名邸：满五唯一，三房，住宅性质。诚心出售_杭州临平区临平树兰书香名邸二手房(杭州链家),103114058145,3室2厅1厨1卫,普通住宅,满五年,"https://image1.ljcdn.com/110000-inspection/apc_4tJmwKYWK_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_UbQnD7k6P_1.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_9d01ab71-b969-4e48-bfbf-84409dce3d07.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_6wQrt3qw6_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_exHOXizgb_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_rNwL1lsp3_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_5txWZpHw5_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_yvNbtQZSl_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_HUkail0iz_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_w78WXmrbF_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_r1k4JZORM_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_8J8AO9E5w_1.jpg.1420x800.jpg",有,2014-06-05,两梯三户, ,无抵押,共有,2021-03-24,,毛坯,182,32,商品房,19981
90.84,,越秀景瑞悦见山,南,低楼层 (共18层),越秀景瑞悦见山3室1厅南_杭州临平区临平越秀景瑞悦见山二手房(杭州链家),103115614236,3室1厅1厨2卫,普通住宅,未满两年,"https://image1.ljcdn.com/110000-inspection/pc1_MmAJ42Pb5.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_X29jvd19U_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_Hc49dZZBZ_1.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_2c4704cd-2ea0-4f18-b9f4-68ea5bd163ef.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_YwelooAri_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_AJdNTGGY1_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_ezTCIoyvr.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_Naqmfdknd_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_YJHc15xmL_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_8P9tTG1BL.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_na75RYEKR.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_WnxplHjgQ.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_akPVCrj8O_1.jpg.1420x800.jpg",有,2021-06-11,两梯四户, ,有抵押108万元中国农业银行股份有限公司杭州余杭支行业主自还,非共有,2021-06-17,,精装,275,18,商品房,30274
89.67,,越秀景瑞悦见山,南,中楼层 (共20层),西边套户型，精装修刚需小三房，采光好，随时可看_杭州临平区临平越秀景瑞悦见山二手房(杭州链家),103115611625,3室1厅1厨2卫,普通住宅,未满两年,"https://image1.ljcdn.com/110000-inspection/pc1_LOL3hhJ5Q_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_36D3dq1k1_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_J4jHjj1pb_1.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_4061e260-092b-48c1-87fb-b6ac4ae336fb.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_OEEZq2JKV_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_fz1Uw6jmQ_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_p1Ix1QoSn_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_BIeaEPlGw_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_NAdOJMyJj_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_dKf6BsY5W_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_6BPErTTYd_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_BxH316eRt_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_6EMF1wGGJ_1.jpg.1420x800.jpg",有,2021-02-04,两梯四户, ,无抵押,共有,2021-06-17,,精装,252,20,商品房,28104
91.13,,华瑞晴庐,南,高楼层 (共18层),华瑞晴庐4室2厅南_杭州萧山萧山新城区华瑞晴庐二手房(杭州链家),103114265626,4室2厅1厨3卫,普通住宅,满两年,"https://image1.ljcdn.com/110000-inspection/pc1_FjM1L9Hb1_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_eZGcNhba5_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_n9nkiJ6EX_1.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_df768c46-92ba-46a3-ad85-9731da90d268.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_F7pjFjKkM_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_81omj5nLP_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_ByrPqijeU_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_09tZXMee1_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_72DSdsASi_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_pOXXuU8TX_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_plxpSSlyO_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_u1p2JpJK2_1.jpg.1420x800.jpg",有,2017-08-23,两梯三户, ,有抵押100万元邮政储蓄银行,共有,2021-04-03,,毛坯,390,18,商品房,42797
208.42,,金棕榈花园,南 北,高楼层 (共10层),优质江景房！*赞好户型！！南看江北看山！！！_杭州上城复兴金棕榈花园二手房(杭州链家),103114264238,4室1厅1厨1卫,普通住宅,满五年,"https://image1.ljcdn.com/110000-inspection/pc0_zubTbsGX3_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_6COCeqtnA_1.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_70aea42f-f9d9-4d62-93ae-c2e85c622ae8.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_vWFjXT4kf_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_bVvqheTFL_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_oo8xSoXRv_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_SiSR0MXHC_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_9GhZv6zJu_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_jx5cFF7kD_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_dGoAbpNCa_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_dYAgs2HQc_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_wJuB7s0tL_1.jpg.1420x800.jpg",有,2005-03-21,两梯两户, ,无抵押,共有,2021-04-03,,简装,1100,10,商品房,52779
164.1,,逸城,精装,中楼层 (共4层),上叠，精装修，家具家电全带，视野开阔，户型方正_杭州富阳东洲逸城二手房(杭州链家),103109358632,4室2厅1厨3卫,别墅,满两年,"https://image1.ljcdn.com/110000-inspection/pc0_mlajrLBjw_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_GwFOWhO3i_1.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_3f1529c4-b4aa-4930-9d3e-884d6eacc60f.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_FSMxrVZih_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_yVQ6gUKM2_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_xeplVnKW7_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_i4qBlYsO9_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_I4ZQrmKU0_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_lX9Frue8J_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_gJzuOtuzU_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_1sC9sj3xQ_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_6nNWS8ISN_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_Yn1efFllN_1.jpg.1420x800.jpg",,2017-09-04,, ,无抵押,共有,2020-05-25,,,358,4,商品房,21816
89.34,,东厦东港花苑,南,高楼层 (共5层),精装三房，花园洋房，顶层楼层，无电梯_杭州临平区临平东厦东港花苑二手房(杭州链家),103114202093,3室2厅1厨1卫,普通住宅,满两年,"https://image1.ljcdn.com/110000-inspection/pc1_grrYoo0qe_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_GNKVqlJ6q_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_nkslfTuL9_1.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_00275500-c2c6-48d6-91b5-719d40117e8e.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_p55r6zNjX_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_MEs8SymZz_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_WzGNl53qf_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/apc_iGChveHDo_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_rGNDQUJ6A_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_s52umYP6V_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_Tf4ZqhGg0_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_fXGrg58Ru_1.jpg.1420x800.jpg",无,2017-03-28,一梯两户, ,无抵押,共有,2021-03-31,,简装,210,5,商品房,23506
288.04,274.86,绿城桃源小镇,南,低楼层 (共3层),绿城品质排屋，东边套，花园面积大_杭州余杭闲林绿城桃源小镇二手房(杭州链家),103113234690,5室2厅1厨4卫,普通住宅,满五年,"https://image1.ljcdn.com/110000-inspection/pc0_IUFr5z5i2_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_VvA3EBx0T_1.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_83fb22ea-c49c-4836-9d34-4f3d552cdb73.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_hyridppOV_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_t4D0HnIBQ_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_ykgeURR3m_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_RDT1LKM5s_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_XgjDaesuG_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_NwzWGNjM3_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_iIlGaHLDe_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_VeLrVWxSd_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_lsWbfHKiR_1.jpg.1420x800.jpg",无,2011-02-25,一梯四户, ,无抵押,共有,2021-01-29,,毛坯,1300,3,商品房,45133
