area_total,area_use,community_name,direction,floor,heating_method,house_name,house_property,house_record,house_type,house_usage,house_years,images,images_urls,is_left,last_trade_time,left_rate,pawn,property_own,release_date,structure,sub_info,total_amount,total_floors,trade_property,unit_price
80.72,71.61,格瑞雅居,南 北,高楼层 (共6层),集中供暖,格瑞雅居南北向精装2居满五年随时看房！_北京通州九棵树(家乐福)格瑞雅居二手房(北京链家),,101111964893,2室2厅1厨1卫,普通住宅,满五年,"[{'url': 'https://image1.ljcdn.com/110000-inspection/023272f1-7b11-4fcb-91ce-fd152cf6fe18.jpg.1420x800.jpg', 'path': '格瑞雅居南北向精装2居满五年随时看房！_北京通州九棵树(家乐福)格瑞雅居二手房(北京链家)/023272f1-7b11-4fcb-91ce-fd152cf6fe18.jpg.1420x800.jpg', 'checksum': '19f462faab17ee1fc7fc257205aa474b', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/pc1_Uq0D0DPTW_1.jpg.1420x800.jpg', 'path': '格瑞雅居南北向精装2居满五年随时看房！_北京通州九棵树(家乐福)格瑞雅居二手房(北京链家)/pc1_Uq0D0DPTW_1.jpg.1420x800.jpg', 'checksum': '9204ebddaa113ee8f173f29c9939a0ea', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/21ef087e-c5d2-470f-a121-1ceeec390b0a.jpg.1420x800.jpg', 'path': '格瑞雅居南北向精装2居满五年随时看房！_北京通州九棵树(家乐福)格瑞雅居二手房(北京链家)/21ef087e-c5d2-470f-a121-1ceeec390b0a.jpg.1420x800.jpg', 'checksum': '0c56173ba024cee48a767651d06749f2', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/x-se/hdic-frame/standard_1b8711c5-ff7c-4f7a-bff2-e5b10fca9593.png.1066x800.jpg', 'path': '格瑞雅居南北向精装2居满五年随时看房！_北京通州九棵树(家乐福)格瑞雅居二手房(北京链家)/standard_1b8711c5-ff7c-4f7a-bff2-e5b10fca9593.png.1066x800.jpg', 'checksum': '6e38a3c470e26185bd3220c96bc83310', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/c270c9eb-9002-4896-be2f-83dff410e572.jpg.1420x800.jpg', 'path': '格瑞雅居南北向精装2居满五年随时看房！_北京通州九棵树(家乐福)格瑞雅居二手房(北京链家)/c270c9eb-9002-4896-be2f-83dff410e572.jpg.1420x800.jpg', 'checksum': 'a4c7aa2942f1f59609706ccc58b3ecba', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/9c631dcb-5f61-409f-933b-1822ff6f6abc.jpg.1420x800.jpg', 'path': '格瑞雅居南北向精装2居满五年随时看房！_北京通州九棵树(家乐福)格瑞雅居二手房(北京链家)/9c631dcb-5f61-409f-933b-1822ff6f6abc.jpg.1420x800.jpg', 'checksum': '335b975b477d5b6c4fb52b6405247238', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/f6fed975-5c62-4e0e-82b6-5e1f6294b0f2.jpg.1420x800.jpg', 'path': '格瑞雅居南北向精装2居满五年随时看房！_北京通州九棵树(家乐福)格瑞雅居二手房(北京链家)/f6fed975-5c62-4e0e-82b6-5e1f6294b0f2.jpg.1420x800.jpg', 'checksum': '861f453a04cd8a280fb515add2151618', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/a561bcf1-874b-41f4-b594-5a3b98f3e53f.jpg.1420x800.jpg', 'path': '格瑞雅居南北向精装2居满五年随时看房！_北京通州九棵树(家乐福)格瑞雅居二手房(北京链家)/a561bcf1-874b-41f4-b594-5a3b98f3e53f.jpg.1420x800.jpg', 'checksum': '54e9d7f513ab35897ccb3d6d120917b1', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/62df7619-945f-4a07-81ea-074019bfcd3b.jpg.1420x800.jpg', 'path': '格瑞雅居南北向精装2居满五年随时看房！_北京通州九棵树(家乐福)格瑞雅居二手房(北京链家)/62df7619-945f-4a07-81ea-074019bfcd3b.jpg.1420x800.jpg', 'checksum': '0f699fba98b4643b2970b14ad9bcdf2c', 'status': 'downloaded'}]","https://image1.ljcdn.com/110000-inspection/023272f1-7b11-4fcb-91ce-fd152cf6fe18.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc1_Uq0D0DPTW_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/21ef087e-c5d2-470f-a121-1ceeec390b0a.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_1b8711c5-ff7c-4f7a-bff2-e5b10fca9593.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/c270c9eb-9002-4896-be2f-83dff410e572.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/9c631dcb-5f61-409f-933b-1822ff6f6abc.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/f6fed975-5c62-4e0e-82b6-5e1f6294b0f2.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/a561bcf1-874b-41f4-b594-5a3b98f3e53f.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/62df7619-945f-4a07-81ea-074019bfcd3b.jpg.1420x800.jpg",无,2009-06-14,一梯三户,无抵押,非共有,2021-06-17,,精装,357,6,商品房,44227
108.04,,裕祥花园,南 北,底层 (共4层),集中供暖,裕祥花园南北通透三居室户型方正_北京顺义后沙峪裕祥花园二手房(北京链家),,101110123240,3室1厅1厨1卫,普通住宅,满五年,"[{'url': 'https://image1.ljcdn.com/110000-inspection/bdd505a2-fe2e-4a2f-81d7-a7fb5d73c53d.jpg.1420x800.jpg', 'path': '裕祥花园南北通透三居室户型方正_北京顺义后沙峪裕祥花园二手房(北京链家)/bdd505a2-fe2e-4a2f-81d7-a7fb5d73c53d.jpg.1420x800.jpg', 'checksum': '4a74ead9f80f9e13dc6245d4f36ad3f3', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/pc1_RxcgreAaD_1.jpg.1420x800.jpg', 'path': '裕祥花园南北通透三居室户型方正_北京顺义后沙峪裕祥花园二手房(北京链家)/pc1_RxcgreAaD_1.jpg.1420x800.jpg', 'checksum': 'd214eb21575bacaffac3a16add7b56e8', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/72a42aee-3e7f-428f-9cb1-c4bff9283d63.jpg.1420x800.jpg', 'path': '裕祥花园南北通透三居室户型方正_北京顺义后沙峪裕祥花园二手房(北京链家)/72a42aee-3e7f-428f-9cb1-c4bff9283d63.jpg.1420x800.jpg', 'checksum': '917cfff16dbd8cb1c48331afde7b7141', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/x-se/hdic-frame/standard_895c9202-299b-4f62-8215-c0ec83db1240.png.1066x800.jpg', 'path': '裕祥花园南北通透三居室户型方正_北京顺义后沙峪裕祥花园二手房(北京链家)/standard_895c9202-299b-4f62-8215-c0ec83db1240.png.1066x800.jpg', 'checksum': '140d2ca9d027003410e120e8e47a2d4a', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/10b34c32-e9f1-4601-9579-4f2506459ce5.jpg.1420x800.jpg', 'path': '裕祥花园南北通透三居室户型方正_北京顺义后沙峪裕祥花园二手房(北京链家)/10b34c32-e9f1-4601-9579-4f2506459ce5.jpg.1420x800.jpg', 'checksum': '22b4318a9e23eeea8a2202c5bfcd09fc', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/aeb5a20b-2a6d-44b3-bedc-dece1c3d63e4.jpg.1420x800.jpg', 'path': '裕祥花园南北通透三居室户型方正_北京顺义后沙峪裕祥花园二手房(北京链家)/aeb5a20b-2a6d-44b3-bedc-dece1c3d63e4.jpg.1420x800.jpg', 'checksum': '076b61f9d82fd5b0db54950fcf077400', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/8ad629b8-964c-46a4-8197-39f351e09c6a.jpg.1420x800.jpg', 'path': '裕祥花园南北通透三居室户型方正_北京顺义后沙峪裕祥花园二手房(北京链家)/8ad629b8-964c-46a4-8197-39f351e09c6a.jpg.1420x800.jpg', 'checksum': 'aac4fc1d0e97e2e312c31b2cf122d110', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/pc0_Klzwz4UGM_1.jpg.1420x800.jpg', 'path': '裕祥花园南北通透三居室户型方正_北京顺义后沙峪裕祥花园二手房(北京链家)/pc0_Klzwz4UGM_1.jpg.1420x800.jpg', 'checksum': '3f5f3d83b72c89971eb34d1d9b0a3917', 'status': 'downloaded'}]","https://image1.ljcdn.com/110000-inspection/bdd505a2-fe2e-4a2f-81d7-a7fb5d73c53d.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc1_RxcgreAaD_1.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/72a42aee-3e7f-428f-9cb1-c4bff9283d63.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_895c9202-299b-4f62-8215-c0ec83db1240.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/10b34c32-e9f1-4601-9579-4f2506459ce5.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/aeb5a20b-2a6d-44b3-bedc-dece1c3d63e4.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/8ad629b8-964c-46a4-8197-39f351e09c6a.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_Klzwz4UGM_1.jpg.1420x800.jpg",无,2014-08-14,一梯两户,无抵押,非共有,2020-12-19,,精装,388,4,商品房,35913
79.74,,东方银座,南,高楼层 (共26层),集中供暖,东城商品房，楼层好，视野开阔，采光好，原购房价高_北京东城东直门东方银座二手房(北京链家),,101110902992,1室1厅1厨1卫,公寓/公寓,满两年,"[{'url': 'https://image1.ljcdn.com/110000-inspection/8c059321-87ee-4bb5-b8b8-6442c88b1354.jpg.1420x800.jpg', 'path': '东城商品房，楼层好，视野开阔，采光好，原购房价高_北京东城东直门东方银座二手房(北京链家)/8c059321-87ee-4bb5-b8b8-6442c88b1354.jpg.1420x800.jpg', 'checksum': 'e260251b50f1b690000bd9f0cdbd4a9f', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/8991c992-c952-4172-b148-a85dcbcb78ba.jpg.1420x800.jpg', 'path': '东城商品房，楼层好，视野开阔，采光好，原购房价高_北京东城东直门东方银座二手房(北京链家)/8991c992-c952-4172-b148-a85dcbcb78ba.jpg.1420x800.jpg', 'checksum': '0aea247cf69a572cbccc96b0b798918f', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/39865c8d-97e9-4a11-ab11-c5bad603a2fa.jpg.1420x800.jpg', 'path': '东城商品房，楼层好，视野开阔，采光好，原购房价高_北京东城东直门东方银座二手房(北京链家)/39865c8d-97e9-4a11-ab11-c5bad603a2fa.jpg.1420x800.jpg', 'checksum': '07d56142a10cc3f705caf45b9307cdc8', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/x-se/hdic-frame/prod-b39056fd-b7cb-4111-9d03-fc2d3ac352b2.png.1066x800.jpg', 'path': '东城商品房，楼层好，视野开阔，采光好，原购房价高_北京东城东直门东方银座二手房(北京链家)/prod-b39056fd-b7cb-4111-9d03-fc2d3ac352b2.png.1066x800.jpg', 'checksum': '8e42cb98836cddc91ecd8398415b1a69', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/a542e493-a856-4a5c-89b9-ced47e911d8f.jpg.1420x800.jpg', 'path': '东城商品房，楼层好，视野开阔，采光好，原购房价高_北京东城东直门东方银座二手房(北京链家)/a542e493-a856-4a5c-89b9-ced47e911d8f.jpg.1420x800.jpg', 'checksum': 'd102527a41ae94f9517906f6f893aa52', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/76f675d9-12b1-487c-9a82-73f4567a2f7f.jpg.1420x800.jpg', 'path': '东城商品房，楼层好，视野开阔，采光好，原购房价高_北京东城东直门东方银座二手房(北京链家)/76f675d9-12b1-487c-9a82-73f4567a2f7f.jpg.1420x800.jpg', 'checksum': 'e3c467977950d9b1f90bdf1217663e0c', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/4bc8f4b8-f7e3-4096-a647-f360e1a36c5a.jpg.1420x800.jpg', 'path': '东城商品房，楼层好，视野开阔，采光好，原购房价高_北京东城东直门东方银座二手房(北京链家)/4bc8f4b8-f7e3-4096-a647-f360e1a36c5a.jpg.1420x800.jpg', 'checksum': 'bfa5193e5f1e5209eb1a03e807bd1563', 'status': 'downloaded'}]","https://image1.ljcdn.com/110000-inspection/8c059321-87ee-4bb5-b8b8-6442c88b1354.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/8991c992-c952-4172-b148-a85dcbcb78ba.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/39865c8d-97e9-4a11-ab11-c5bad603a2fa.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/prod-b39056fd-b7cb-4111-9d03-fc2d3ac352b2.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/a542e493-a856-4a5c-89b9-ced47e911d8f.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/76f675d9-12b1-487c-9a82-73f4567a2f7f.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/4bc8f4b8-f7e3-4096-a647-f360e1a36c5a.jpg.1420x800.jpg",有,2017-01-09,三梯八户,有抵押180万元,非共有,2021-03-20,,精装,695,26,商品房,87159
55.84,,中海苏黎世家,西 东,低楼层 (共11层),集中供暖,中海苏黎世家花园洋房精装一居室_北京丰台科技园区中海苏黎世家二手房(北京链家),,101111344451,1室1厅1厨1卫,普通住宅,满两年,"[{'url': 'https://image1.ljcdn.com/110000-inspection/prod-f56cd8ba-8fbb-43f9-a2d8-be18ed01b4b7.jpg.1420x800.jpg', 'path': '中海苏黎世家花园洋房精装一居室_北京丰台科技园区中海苏黎世家二手房(北京链家)/prod-f56cd8ba-8fbb-43f9-a2d8-be18ed01b4b7.jpg.1420x800.jpg', 'checksum': 'f6e05a7ce131b64ae992f23b750361f8', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/prod-7e66bd25-79d4-4fd8-9244-b4eed62a662a.jpg.1420x800.jpg', 'path': '中海苏黎世家花园洋房精装一居室_北京丰台科技园区中海苏黎世家二手房(北京链家)/prod-7e66bd25-79d4-4fd8-9244-b4eed62a662a.jpg.1420x800.jpg', 'checksum': 'f42276743e109d14a2147479952a3d7f', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/prod-e23e54bb-5b52-433d-bf7a-468771230917.jpg.1420x800.jpg', 'path': '中海苏黎世家花园洋房精装一居室_北京丰台科技园区中海苏黎世家二手房(北京链家)/prod-e23e54bb-5b52-433d-bf7a-468771230917.jpg.1420x800.jpg', 'checksum': '43610340b11a246217ea33fbd42d0d8d', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/x-se/hdic-frame/prod-5940aa43-d1e0-4bd9-b213-a0b754ac4a37.png.1066x800.jpg', 'path': '中海苏黎世家花园洋房精装一居室_北京丰台科技园区中海苏黎世家二手房(北京链家)/prod-5940aa43-d1e0-4bd9-b213-a0b754ac4a37.png.1066x800.jpg', 'checksum': '94c44291a5b838b4c7fd558c1b4c6bf5', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/prod-6498a4a5-14a7-445d-892a-0a46ad64e353.jpg.1420x800.jpg', 'path': '中海苏黎世家花园洋房精装一居室_北京丰台科技园区中海苏黎世家二手房(北京链家)/prod-6498a4a5-14a7-445d-892a-0a46ad64e353.jpg.1420x800.jpg', 'checksum': 'dfcc4e36dbfe993fe5d0d13f4dd987ea', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/prod-74986215-b8eb-4e89-944f-0f9cfa24912e.jpg.1420x800.jpg', 'path': '中海苏黎世家花园洋房精装一居室_北京丰台科技园区中海苏黎世家二手房(北京链家)/prod-74986215-b8eb-4e89-944f-0f9cfa24912e.jpg.1420x800.jpg', 'checksum': 'f28ff3e7819dd46ecbabe05a23a201e2', 'status': 'downloaded'}]","https://image1.ljcdn.com/110000-inspection/prod-f56cd8ba-8fbb-43f9-a2d8-be18ed01b4b7.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/prod-7e66bd25-79d4-4fd8-9244-b4eed62a662a.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/prod-e23e54bb-5b52-433d-bf7a-468771230917.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/prod-5940aa43-d1e0-4bd9-b213-a0b754ac4a37.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/prod-6498a4a5-14a7-445d-892a-0a46ad64e353.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/prod-74986215-b8eb-4e89-944f-0f9cfa24912e.jpg.1420x800.jpg",有,2016-09-28,一梯三户,无抵押,非共有,2021-04-25,,精装,394,11,商品房,70559
154.72,,双裕花园西区,南 西 北,中楼层 (共6层),自供暖,白露雅园西区南北通透三面采光三居室_北京顺义后沙峪双裕花园西区二手房(北京链家),,101110407382,3室2厅1厨2卫,普通住宅,满五年,"[{'url': 'https://image1.ljcdn.com/110000-inspection/1af562bf-b840-493b-b1b8-836de10ed986.jpg.1420x800.jpg', 'path': '白露雅园西区南北通透三面采光三居室_北京顺义后沙峪双裕花园西区二手房(北京链家)/1af562bf-b840-493b-b1b8-836de10ed986.jpg.1420x800.jpg', 'checksum': 'c784c76a2948fcd374ef10837400c496', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/641adf12-e292-4b54-985a-64e9d5a26dee.jpg.1420x800.jpg', 'path': '白露雅园西区南北通透三面采光三居室_北京顺义后沙峪双裕花园西区二手房(北京链家)/641adf12-e292-4b54-985a-64e9d5a26dee.jpg.1420x800.jpg', 'checksum': '2eb18873105fdfe0d1a115eb82e459dc', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/x-se/hdic-frame/standard_e239f798-0b0b-4b91-8d9b-e20832d99b42.png.1066x800.jpg', 'path': '白露雅园西区南北通透三面采光三居室_北京顺义后沙峪双裕花园西区二手房(北京链家)/standard_e239f798-0b0b-4b91-8d9b-e20832d99b42.png.1066x800.jpg', 'checksum': '2928173a995c3c45a89851c9c5b0289d', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/a446dcae-7f7f-4235-bede-deb5ca8ba7a3.jpg.1420x800.jpg', 'path': '白露雅园西区南北通透三面采光三居室_北京顺义后沙峪双裕花园西区二手房(北京链家)/a446dcae-7f7f-4235-bede-deb5ca8ba7a3.jpg.1420x800.jpg', 'checksum': 'bb4bea3a965c8f105b6ec943c7857d3c', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/f00f84ba-393d-4f95-996c-1e37fd3a6307.jpg.1420x800.jpg', 'path': '白露雅园西区南北通透三面采光三居室_北京顺义后沙峪双裕花园西区二手房(北京链家)/f00f84ba-393d-4f95-996c-1e37fd3a6307.jpg.1420x800.jpg', 'checksum': 'e42200cb83cafe257898d099fcb73d76', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/pc0_Yz3ESt2cN.jpg.1420x800.jpg', 'path': '白露雅园西区南北通透三面采光三居室_北京顺义后沙峪双裕花园西区二手房(北京链家)/pc0_Yz3ESt2cN.jpg.1420x800.jpg', 'checksum': '3647875f5a0e06e2f2f0b78eb0bdf8d9', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/ba7a52d5-d98c-4c15-9b98-a5c760b8765a.jpg.1420x800.jpg', 'path': '白露雅园西区南北通透三面采光三居室_北京顺义后沙峪双裕花园西区二手房(北京链家)/ba7a52d5-d98c-4c15-9b98-a5c760b8765a.jpg.1420x800.jpg', 'checksum': '230a86d634afb438b67d1c89e95dc94b', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/c9b782ba-7be0-48ec-8b26-36628a6515e3.jpg.1420x800.jpg', 'path': '白露雅园西区南北通透三面采光三居室_北京顺义后沙峪双裕花园西区二手房(北京链家)/c9b782ba-7be0-48ec-8b26-36628a6515e3.jpg.1420x800.jpg', 'checksum': '073163bffea55b3faa27ec0045e925e3', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/pc0_2FfVqR81g.jpg.1420x800.jpg', 'path': '白露雅园西区南北通透三面采光三居室_北京顺义后沙峪双裕花园西区二手房(北京链家)/pc0_2FfVqR81g.jpg.1420x800.jpg', 'checksum': '276acf18609659f796663af0274e6803', 'status': 'downloaded'}]","https://image1.ljcdn.com/110000-inspection/1af562bf-b840-493b-b1b8-836de10ed986.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/641adf12-e292-4b54-985a-64e9d5a26dee.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_e239f798-0b0b-4b91-8d9b-e20832d99b42.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/a446dcae-7f7f-4235-bede-deb5ca8ba7a3.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/f00f84ba-393d-4f95-996c-1e37fd3a6307.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_Yz3ESt2cN.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/ba7a52d5-d98c-4c15-9b98-a5c760b8765a.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/c9b782ba-7be0-48ec-8b26-36628a6515e3.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc0_2FfVqR81g.jpg.1420x800.jpg",无,2008-12-04,一梯两户,有抵押300万元金融公司垫资,非共有,2021-01-24,,精装,560,6,商品房,36195
56.92,44.91,新通国际花园,东,低楼层 (共28层),集中供暖,新通国际花园东向开间，精装修，公立幼儿园人车分流_北京通州梨园新通国际花园二手房(北京链家),,101110239427,1室0厅1厨1卫,普通住宅,满两年,"[{'url': 'https://image1.ljcdn.com/110000-inspection/61b1434a-dac1-4036-aa84-228454811980.jpg.1420x800.jpg', 'path': '新通国际花园东向开间，精装修，公立幼儿园人车分流_北京通州梨园新通国际花园二手房(北京链家)/61b1434a-dac1-4036-aa84-228454811980.jpg.1420x800.jpg', 'checksum': '25237adf0b973fe269d0b6be5bcd1703', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/pc1_C2I9EqA0N.jpg.1420x800.jpg', 'path': '新通国际花园东向开间，精装修，公立幼儿园人车分流_北京通州梨园新通国际花园二手房(北京链家)/pc1_C2I9EqA0N.jpg.1420x800.jpg', 'checksum': '6faac2fcf2c8cf7bedcdf1a3791d45f3', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/3ccfd93e-a613-4abd-bf92-b310131f1fc5.jpg.1420x800.jpg', 'path': '新通国际花园东向开间，精装修，公立幼儿园人车分流_北京通州梨园新通国际花园二手房(北京链家)/3ccfd93e-a613-4abd-bf92-b310131f1fc5.jpg.1420x800.jpg', 'checksum': '14ac5c58b7d9560deb8025ffd48c0aab', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/x-se/hdic-frame/standard_cf7b2049-0fbd-44ce-9555-6313ab38ce8e.png.1066x800.jpg', 'path': '新通国际花园东向开间，精装修，公立幼儿园人车分流_北京通州梨园新通国际花园二手房(北京链家)/standard_cf7b2049-0fbd-44ce-9555-6313ab38ce8e.png.1066x800.jpg', 'checksum': 'b3aed481dddd2e434b921840c608a9e6', 'status': 'downloaded'}, {'url': 'https://image1.ljcdn.com/110000-inspection/a3a1903a-1d8b-4174-9434-76197678988f.jpg.1420x800.jpg', 'path': '新通国际花园东向开间，精装修，公立幼儿园人车分流_北京通州梨园新通国际花园二手房(北京链家)/a3a1903a-1d8b-4174-9434-76197678988f.jpg.1420x800.jpg', 'checksum': '422da9dff7996b3d9f1cad5f64182a62', 'status': 'downloaded'}]","https://image1.ljcdn.com/110000-inspection/61b1434a-dac1-4036-aa84-228454811980.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/pc1_C2I9EqA0N.jpg.1420x800.jpg,https://image1.ljcdn.com/110000-inspection/3ccfd93e-a613-4abd-bf92-b310131f1fc5.jpg.1420x800.jpg,https://image1.ljcdn.com/x-se/hdic-frame/standard_cf7b2049-0fbd-44ce-9555-6313ab38ce8e.png.1066x800.jpg,https://image1.ljcdn.com/110000-inspection/a3a1903a-1d8b-4174-9434-76197678988f.jpg.1420x800.jpg",有,2016-07-26,一梯四户,有抵押110万元北京银行,非共有,2021-01-02,,简装,239,28,商品房,41989
